PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36458799","NLM-Chem-BC7: manually annotated full-text resources for chemical entity annotation and indexing in biomedical articles","Islamaj R, Leaman R, Cissel D, Coss C, Denicola J, Fisher C, Guzman R, Kochar PG, Miliaras N, Punske Z, Sekiya K, Trinh D, Whitman D, Schmidt S, Lu Z.","Database (Oxford). 2022 Dec 1;2022:baac102. doi: 10.1093/database/baac102.","Islamaj R","Database (Oxford)","2022","2022/12/02","PMC9716560","","10.1093/database/baac102"
"28673289","Semantic relatedness and similarity of biomedical terms: examining the effects of recency, size, and section of biomedical publications on the performance of word2vec","Zhu Y, Yan E, Wang F.","BMC Med Inform Decis Mak. 2017 Jul 3;17(1):95. doi: 10.1186/s12911-017-0498-1.","Zhu Y","BMC Med Inform Decis Mak","2017","2017/07/05","PMC5496182","","10.1186/s12911-017-0498-1"
"41749905","Real-World Data on the Safety and Efficacy of SBRT for Central and Ultra-Central Lung Tumors: A Retrospective Multi-Center Cohort","Zygogianni A, Kougioumtzopoulou A, Platoni K, Protopapa M, Liakouli Z, Koukourakis IM, Alexiou D, Stroubinis T, Armpilia C, Antypas C, Psarras M, Stasinou D, Georgakopoulos I, Kouloulias V.","Cancers (Basel). 2026 Feb 17;18(4):653. doi: 10.3390/cancers18040653.","Zygogianni A","Cancers (Basel)","2026","2026/02/27","PMC12939535","","10.3390/cancers18040653"
"38564591","Assessment of transparency indicators in space medicine","Bellomo RK, Zavalis EA, Ioannidis JPA.","PLoS One. 2024 Apr 2;19(4):e0300701. doi: 10.1371/journal.pone.0300701. eCollection 2024.","Bellomo RK","PLoS One","2024","2024/04/02","PMC10986997","","10.1371/journal.pone.0300701"
"41287649","Maxillary Anterior Teeth Dimensions: A Biometric Analysis in a Kuwaiti Population","Alsahli A, Qali M, Baskaradoss JK, AlOuda D, Alsaeed M.","Clin Cosmet Investig Dent. 2025 Nov 19;17:539-548. doi: 10.2147/CCIDE.S551820. eCollection 2025.","Alsahli A","Clin Cosmet Investig Dent","2025","2025/11/25","PMC12640573","","10.2147/CCIDE.S551820"
"38021526","The Influence of Sex, Age, and Race on Coronary Artery Disease: A Narrative Review","Lima Dos Santos CC, Matharoo AS, Pinzón Cueva E, Amin U, Perez Ramos AA, Mann NK, Maheen S, Butchireddy J, Falki VB, Itrat A, Rajkumar N, Zia Ul Haq M.","Cureus. 2023 Oct 27;15(10):e47799. doi: 10.7759/cureus.47799. eCollection 2023 Oct.","Lima Dos Santos CC","Cureus","2023","2023/11/29","PMC10676710","","10.7759/cureus.47799"
"38306900","PubMed and beyond: biomedical literature search in the age of artificial intelligence","Jin Q, Leaman R, Lu Z.","EBioMedicine. 2024 Feb;100:104988. doi: 10.1016/j.ebiom.2024.104988. Epub 2024 Feb 1.","Jin Q","EBioMedicine","2024","2024/02/02","PMC10850402","","10.1016/j.ebiom.2024.104988"
"37719572","A Systematic Review of Mortality Rates Among Adult Acute Respiratory Distress Syndrome Patients Undergoing Extracorporeal Membrane Oxygenation Therapy","Sanivarapu RR, Osman U, Latha Kumar A.","Cureus. 2023 Aug 16;15(8):e43590. doi: 10.7759/cureus.43590. eCollection 2023 Aug.","Sanivarapu RR","Cureus","2023","2023/09/18","PMC10503872","","10.7759/cureus.43590"
"35547374","Assessment of Anxiety in Patients With Epilepsy: A Literature Review","Rauh R, Schulze-Bonhage A, Metternich B.","Front Neurol. 2022 Apr 25;13:836321. doi: 10.3389/fneur.2022.836321. eCollection 2022.","Rauh R","Front Neurol","2022","2022/05/13","PMC9081800","","10.3389/fneur.2022.836321"
"39941695","The Effect of the I-Arch on the Buccal Alveolar Crest in Comparison with the Traditional Archwire Sequence: A Randomized Controlled Clinical Trial","Nakawah SMO, Youssef MH, Rossi O, Perrotti G, Testori T.","J Clin Med. 2025 Feb 6;14(3):1026. doi: 10.3390/jcm14031026.","Nakawah SMO","J Clin Med","2025","2025/02/13","PMC11818706","","10.3390/jcm14031026"
"33770236","Detection methods for SARS-CoV-2 in tissue","von Stillfried S, Boor P.","Pathologe. 2021 Nov;42(Suppl 1):81-88. doi: 10.1007/s00292-021-00920-1. Epub 2021 Mar 26.","von Stillfried S","Pathologe","2021","2021/03/26","PMC7994356","","10.1007/s00292-021-00920-1"
"33172379","Nigella Sativa (Black Seeds), A Potential Herb for the Pharmacotherapeutic Management of Hypertension - A Review","Maideen NMP, Balasubramanian R, Ramanathan S.","Curr Cardiol Rev. 2021;17(4):e230421187786. doi: 10.2174/1573403X16666201110125906.","Maideen NMP","Curr Cardiol Rev","2021","2020/11/11","PMC8762160","","10.2174/1573403X16666201110125906"
"19888349","Peer and Parent Influences on School Engagement Among Early Adolescents","Simons-Morton B, Chen R.","Youth Soc. 2009 Sep 1;41(1):3-25. doi: 10.1177/0044118X09334861.","Simons-Morton B","Youth Soc","2009","2009/11/06","PMC2771453","NIHMS54923","10.1177/0044118X09334861"
"36197211","Predicting the number of citations of polycystic kidney disease with 100 top-cited articles since 2010: Bibliometric analysis","Wang CY, Chien TW, Chou W, Wang HY.","Medicine (Baltimore). 2022 Sep 23;101(38):e30632. doi: 10.1097/MD.0000000000030632.","Wang CY","Medicine (Baltimore)","2022","2022/10/05","PMC9509201","","10.1097/MD.0000000000030632"
"39972406","GPT meets PubMed: a novel approach to literature review using a large language model to crowdsource migraine medication reviews","Mackenzie E, Cheng R, Zhang P.","BMC Neurol. 2025 Feb 19;25(1):69. doi: 10.1186/s12883-025-04071-1.","Mackenzie E","BMC Neurol","2025","2025/02/19","PMC11837380","","10.1186/s12883-025-04071-1"
"38361722","Neurocognitive Impact of Exposure to Cannabis Concentrates and Cannabinoids Including Vaping in Children and Adolescents: A Systematic Review","Saavedra MS, Thota P, Peresuodei TS, Gill A, Orji C, Reghefaoui M, Khan S.","Cureus. 2024 Jan 16;16(1):e52362. doi: 10.7759/cureus.52362. eCollection 2024 Jan.","Saavedra MS","Cureus","2024","2024/02/16","PMC10867711","","10.7759/cureus.52362"
"33757278","How do we share data in COVID-19 research? A systematic review of COVID-19 datasets in PubMed Central Articles","Zuo X, Chen Y, Ohno-Machado L, Xu H.","Brief Bioinform. 2021 Mar 22;22(2):800-811. doi: 10.1093/bib/bbaa331.","Zuo X","Brief Bioinform","2021","2021/03/24","PMC7799277","","10.1093/bib/bbaa331"
"27458381","Cerebral Regulation in Different Maximal Aerobic Exercise Modes","Pires FO, Dos Anjos CA, Covolan RJ, Pinheiro FA, St Clair Gibson A, Noakes TD, Magalhães FH, Ugrinowitsch C.","Front Physiol. 2016 Jul 5;7:253. doi: 10.3389/fphys.2016.00253. eCollection 2016.","Pires FO","Front Physiol","2016","2016/07/27","PMC4932816","","10.3389/fphys.2016.00253"
"33767203","NLM-Chem, a new resource for chemical entity recognition in PubMed full text literature","Islamaj R, Leaman R, Kim S, Kwon D, Wei CH, Comeau DC, Peng Y, Cissel D, Coss C, Fisher C, Guzman R, Kochar PG, Koppel S, Trinh D, Sekiya K, Ward J, Whitman D, Schmidt S, Lu Z.","Sci Data. 2021 Mar 25;8(1):91. doi: 10.1038/s41597-021-00875-1.","Islamaj R","Sci Data","2021","2021/03/26","PMC7994842","","10.1038/s41597-021-00875-1"
"41287623","Effects of Functional Magnetic Stimulation Combined with Pelvic Floor Muscle Training on Cerebral Hemodynamics and Brain Functional Connectivity in Women with Postpartum Pelvic Floor Dysfunction: A Randomized Controlled Trial","Cai S, Zu X, Ren X, Xu M, Xia C, Tian H, Zhu Y, Li C, Zhang Y, Su M.","Int J Womens Health. 2025 Nov 19;17:4631-4647. doi: 10.2147/IJWH.S554211. eCollection 2025.","Cai S","Int J Womens Health","2025","2025/11/25","PMC12640596","","10.2147/IJWH.S554211"
"25619558","OntoMate: a text-mining tool aiding curation at the Rat Genome Database","Liu W, Laulederkind SJ, Hayman GT, Wang SJ, Nigam R, Smith JR, De Pons J, Dwinell MR, Shimoyama M.","Database (Oxford). 2015 Jan 25;2015:bau129. doi: 10.1093/database/bau129. Print 2015.","Liu W","Database (Oxford)","2015","2015/01/27","PMC4305386","","10.1093/database/bau129"
"37577315","Advancements of ALK inhibition of non-small cell lung cancer: a literature review","Zia V, Lengyel CG, Tajima CC, de Mello RA.","Transl Lung Cancer Res. 2023 Jul 31;12(7):1563-1574. doi: 10.21037/tlcr-22-619. Epub 2023 Jul 4.","Zia V","Transl Lung Cancer Res","2023","2023/08/14","PMC10413028","","10.21037/tlcr-22-619"
"37128458","Enabling Scientific Reproducibility through FAIR Data Management: An ontology-driven deep learning approach in the NeuroBridge Project","Wang X, Wang Y, Ambite JL, Appaji A, Lander H, Moore SM, Rajasekar AK, Turner JA, Turner MD, Wang L, Sahoo SS.","AMIA Annu Symp Proc. 2023 Apr 29;2022:1135-1144. eCollection 2022.","Wang X","AMIA Annu Symp Proc","2023","2023/05/02","PMC10148274","",""
"29762787","LitVar: a semantic search engine for linking genomic variant data in PubMed and PMC","Allot A, Peng Y, Wei CH, Lee K, Phan L, Lu Z.","Nucleic Acids Res. 2018 Jul 2;46(W1):W530-W536. doi: 10.1093/nar/gky355.","Allot A","Nucleic Acids Res","2018","2018/05/16","PMC6030971","","10.1093/nar/gky355"
"35434768","Safety of Conventional and Pulsed Radiofrequency Lesions of the Dorsal Root Entry Zone Complex (DREZC) for Interventional Pain Management: A Systematic Review","Pastrak M, Visnjevac O, Visnjevac T, Ma F, Abd-Elsayed A.","Pain Ther. 2022 Jun;11(2):411-445. doi: 10.1007/s40122-022-00378-w. Epub 2022 Apr 17.","Pastrak M","Pain Ther","2022","2022/04/18","PMC9098700","","10.1007/s40122-022-00378-w"
"36600282","Central hepatectomy versus major hepatectomy for patients with centrally located hepatocellular carcinoma: a systematic review and meta-analysis","Gadallah EA, Elkomos BE, Khalil A, Fawzy FS, Abdelaal A.","BMC Surg. 2023 Jan 5;23(1):2. doi: 10.1186/s12893-022-01891-7.","Gadallah EA","BMC Surg","2023","2023/01/04","PMC9814185","","10.1186/s12893-022-01891-7"
"23930091","Access of primary and secondary literature by health personnel in an academic health center: implications for open access","Maggio LA, Steinberg RM, Moorhead L, O'Brien B, Willinsky J.","J Med Libr Assoc. 2013 Jul;101(3):205-12. doi: 10.3163/1536-5050.101.3.010.","Maggio LA","J Med Libr Assoc","2013","2013/08/10","PMC3738081","","10.3163/1536-5050.101.3.010"
"20429930","Integration of open access literature into the RCSB Protein Data Bank using BioLit","Prlić A, Martinez MA, Dimitropoulos D, Beran B, Yukich BT, Rose PW, Bourne PE, Fink JL.","BMC Bioinformatics. 2010 Apr 29;11:220. doi: 10.1186/1471-2105-11-220.","Prlić A","BMC Bioinformatics","2010","2010/05/01","PMC2880030","","10.1186/1471-2105-11-220"
"40703370","Ewha Medical Journal passed the scientific evaluation by PubMed Central and succeeded in being included in DOAJ, but failed to be accepted by Scopus","Huh S.","Ewha Med J. 2025 Apr;48(2):e21. doi: 10.12771/emj.2025.00024. Epub 2025 Feb 18.","Huh S","Ewha Med J","2025","2025/07/24","PMC12277496","","10.12771/emj.2025.00024"
"40868612","Perils of the PICC: Peripherally Inserted Central Catheter-Associated Complications and Recommendations for Prevention in Clinical Practice-A Narrative Review","Kalma B, van Zundert A.","Healthcare (Basel). 2025 Aug 14;13(16):1993. doi: 10.3390/healthcare13161993.","Kalma B","Healthcare (Basel)","2025","2025/08/28","PMC12385984","","10.3390/healthcare13161993"
"36788585","Early diagnosis of ovarian cancer based on methylation profiles in peripheral blood cell-free DNA: a systematic review","Terp SK, Stoico MP, Dybkær K, Pedersen IS.","Clin Epigenetics. 2023 Feb 14;15(1):24. doi: 10.1186/s13148-023-01440-w.","Terp SK","Clin Epigenetics","2023","2023/02/15","PMC9926627","","10.1186/s13148-023-01440-w"
"35047062","Extreme oncoplasty for centrally located breast cancer in small non-ptotic breasts: extending the indications of chest wall perforator flaps with areolar reconstruction","Nigam S, Eichholz A, Bhattacharyya M, Parulekar V, Roy PG.","Ecancermedicalscience. 2021 Nov 1;15:1311. doi: 10.3332/ecancer.2021.1311. eCollection 2021.","Nigam S","Ecancermedicalscience","2021","2022/01/20","PMC8723741","","10.3332/ecancer.2021.1311"
"33839304","NLM-Gene, a richly annotated gold standard dataset for gene entities that addresses ambiguity and multi-species gene recognition","Islamaj R, Wei CH, Cissel D, Miliaras N, Printseva O, Rodionov O, Sekiya K, Ward J, Lu Z.","J Biomed Inform. 2021 Jun;118:103779. doi: 10.1016/j.jbi.2021.103779. Epub 2021 Apr 9.","Islamaj R","J Biomed Inform","2021","2021/04/11","PMC11037554","NIHMS1986808","10.1016/j.jbi.2021.103779"
"26207759","Sizing the Problem of Improving Discovery and Access to NIH-Funded Data: A Preliminary Study","Read KB, Sheehan JR, Huerta MF, Knecht LS, Mork JG, Humphreys BL; NIH Big Data Annotator Group.","PLoS One. 2015 Jul 24;10(7):e0132735. doi: 10.1371/journal.pone.0132735. eCollection 2015.","Read KB","PLoS One","2015","2015/07/25","PMC4514623","","10.1371/journal.pone.0132735"
"33329873","IJPR in PubMed Central: A contribution to the Latin America's Scientific Production and Edition","Alzate-Pamplona FA.","Int J Psychol Res (Medellin). 2020 Jul-Dec;13(2):9-13. doi: 10.21500/20112084.4852.","Alzate-Pamplona FA","Int J Psychol Res (Medellin)","2020","2020/12/17","PMC7735517","","10.21500/20112084.4852"
"35729494","Using BERT to identify drug-target interactions from whole PubMed","Aldahdooh J, Vähä-Koskela M, Tang J, Tanoli Z.","BMC Bioinformatics. 2022 Jun 21;23(1):245. doi: 10.1186/s12859-022-04768-x.","Aldahdooh J","BMC Bioinformatics","2022","2022/06/21","PMC9214985","","10.1186/s12859-022-04768-x"
"24795681","The left inferior parietal lobe represents stored hand-postures for object use and action prediction","van Elk M.","Front Psychol. 2014 Apr 23;5:333. doi: 10.3389/fpsyg.2014.00333. eCollection 2014.","van Elk M","Front Psychol","2014","2014/05/06","PMC4005943","","10.3389/fpsyg.2014.00333"
"38250648","Pharmacological strategies for appetite modulation in eating disorders: a narrative review","Popov MY, Lepik OV, Kozlovskii VL, Popov YV.","Consort Psychiatr. 2023 Jul 10;4(2):79-90. doi: 10.17816/CP6150.","Popov MY","Consort Psychiatr","2023","2024/01/22","PMC10795951","","10.17816/CP6150"
"27485446","HiPub: translating PubMed and PMC texts to networks for knowledge discovery","Lee K, Shin W, Kim B, Lee S, Choi Y, Kim S, Jeon M, Tan AC, Kang J.","Bioinformatics. 2016 Sep 15;32(18):2886-8. doi: 10.1093/bioinformatics/btw511. Epub 2016 Aug 2.","Lee K","Bioinformatics","2016","2016/08/04","PMC5018380","","10.1093/bioinformatics/btw511"
"30220894","Finding the Integrated Care Evidence Base in PubMed and Beyond: A Bibliometric Study of the Challenges","Lewis S, Damarell RA, Tieman JJ, Trenerry C.","Int J Integr Care. 2018 Aug 17;18(3):11. doi: 10.5334/ijic.3975.","Lewis S","Int J Integr Care","2018","2018/09/18","PMC6137672","","10.5334/ijic.3975"
"35242684","Breast-conserving in centrally located breast cancer patients confirmed safe by SEER based study","Shen YF, Huang J, Zhou WB, Li JH, Xiao Z, Huang AJ, Liu XY, Hu YP, Li TX, Yang M, Cao AY.","Gland Surg. 2022 Jan;11(1):226-235. doi: 10.21037/gs-21-914.","Shen YF","Gland Surg","2022","2022/03/04","PMC8825513","","10.21037/gs-21-914"
"39479375","Research hotspots in pediatrics: co-word clustering analysis based on readership in PubMed Central","Deng F, Sun W, Guo J, Yang Y.","Front Pediatr. 2024 Oct 16;12:1460954. doi: 10.3389/fped.2024.1460954. eCollection 2024.","Deng F","Front Pediatr","2024","2024/10/31","PMC11521849","","10.3389/fped.2024.1460954"
"39695369","A PubMed search filter for efficiently retrieving exercise training studies","Yin D, Engracia MV, Edema MK, Clarke DC.","BMC Med Res Methodol. 2024 Dec 18;24(1):302. doi: 10.1186/s12874-024-02414-z.","Yin D","BMC Med Res Methodol","2024","2024/12/18","PMC11653657","","10.1186/s12874-024-02414-z"
"27186532","Translational Pediatrics is indexed in PubMed/PubMed Central (PMC)","Wang MJ.","Transl Pediatr. 2016 Apr;5(2):107-8. doi: 10.21037/tp.2016.03.03.","Wang MJ","Transl Pediatr","2016","2016/05/18","PMC4855190","","10.21037/tp.2016.03.03"
"23705970","Identifying translational science within the triangle of biomedicine","Weber GM.","J Transl Med. 2013 May 24;11:126. doi: 10.1186/1479-5876-11-126.","Weber GM","J Transl Med","2013","2013/05/28","PMC3666890","","10.1186/1479-5876-11-126"
"34733734","Modified Grisotti flap technique in centrally located breast cancer: case report","Chen Y, Chen Q, Dong J, Liu D, Huang L, Xie F, Zeng W, Li W, Zhong S.","Gland Surg. 2021 Sep;10(9):2867-2873. doi: 10.21037/gs-21-176.","Chen Y","Gland Surg","2021","2021/11/04","PMC8514313","","10.21037/gs-21-176"
"38448845","GPDminer: a tool for extracting named entities and analyzing relations in biological literature","Park YJ, Yang GJ, Sohn CB, Park SJ.","BMC Bioinformatics. 2024 Mar 6;25(1):101. doi: 10.1186/s12859-024-05710-z.","Park YJ","BMC Bioinformatics","2024","2024/03/06","PMC10916184","","10.1186/s12859-024-05710-z"
"27627118","The Importance of Species Name Synonyms in Literature Searches","Guala GF.","PLoS One. 2016 Sep 14;11(9):e0162648. doi: 10.1371/journal.pone.0162648. eCollection 2016.","Guala GF","PLoS One","2016","2016/09/15","PMC5023114","","10.1371/journal.pone.0162648"
"42395380","trAIt: Species-by-Trait Data Retrieval using Large Language Models","Balaji S, Martinson KA, Schellenberger JS, Koley J, Inman CM, Hofmann HA, Young RL, Harpak A.","bioRxiv [Preprint]. 2026 Jun 24:2026.06.19.732660. doi: 10.64898/2026.06.19.732660.","Balaji S","bioRxiv","2026","2026/07/03","PMC13320842","","10.64898/2026.06.19.732660"
"41625436","Between inclusion and disconnection: LGBTQ Workers and the challenge of union renewal","Mills S, Foley W, Yang N.","J Ind Relat. 2025 May 21;68(1):143-165. doi: 10.1177/00221856251337196. eCollection 2026 Feb.","Mills S","J Ind Relat","2025","2026/02/02","PMC12857922","","10.1177/00221856251337196"
"27583303","Pub-Med-dot-com, here we come!","Pulst SM.","Neurol Genet. 2016 Aug 18;2(4):e91. doi: 10.1212/NXG.0000000000000091. eCollection 2016 Aug.","Pulst SM","Neurol Genet","2016","2016/09/02","PMC4991604","","10.1212/NXG.0000000000000091"
"35441119","An observational study of centrally facilitated pain in individuals with chronic low back pain","Georgopoulos V, Akin-Akinyosoye K, Smith S, McWilliams DF, Hendrick P, Walsh DA.","Pain Rep. 2022 Apr 13;7(3):e1003. doi: 10.1097/PR9.0000000000001003. eCollection 2022 May-Jun.","Georgopoulos V","Pain Rep","2022","2022/04/20","PMC9012603","","10.1097/PR9.0000000000001003"
"37436689","Centrally acting antihypertensives and alpha-blockers in people at risk of falls: therapeutic dilemmas-a clinical review","Welsh TJ, Mitchell A.","Eur Geriatr Med. 2023 Aug;14(4):675-682. doi: 10.1007/s41999-023-00813-x. Epub 2023 Jul 12.","Welsh TJ","Eur Geriatr Med","2023","2023/07/12","PMC10447259","","10.1007/s41999-023-00813-x"
